MASH London,TRUE,502b87b3e4b0fbae02e3f5b2,51.511868,-0.1349392
Bone Daddies,TRUE,50659ee9e4b0105355bf4f90,51.51287842,-0.133983001
Lupita Spitalfields,,50927d4ae4b0f769efa375ee,51.51784627,-0.073964147
Zoilo,,509147d4e4b045f756c349f5,51.51578992,-0.151947
Giaconda Dining Room,TRUE,4b0adc05f964a520062923e3,51.51521084,-0.129729832
Bar Tozino,,4f117a08e4b0aabf17bc9e9a,51.49924433,-0.075462284
Buddha Bar,,5073eaf9d63e722af9c7df92,51.50153678,-0.162059069
Cabana at Westfield London,,4eb9b01bf7900a95e1b88cb6,51.54241171,-0.008288051
Tonteria,,508ace3ce4b032cef198ce86,51.49257436,-0.158332586
Hawksmoor Air Street,,5060af30e4b05cb4c6f51de2,51.5099834,-0.135861618
The Shed,,,51.5084899,-0.1937573
Parlour,,,51.5287928,-0.2165257
Burger & Lobster Farringdon,,507f1e67e4b08ec3d1a7e989,51.52094195,-0.101584344
Del Mercato,,5082b61be4b0a0ddb2f2e12b,51.5049384,-0.093465058
Garufin,,504e72617ab441c6c85087b0,51.51994605,-0.11780262
Beard to Tail,TRUE,506bf241498e3642a595bd75,51.52486504,-0.080284009
Colbert,,506ac702e4b0dcfc950fce65,51.49261551,-0.157038707
Bonnie Gull Seafood Shack,,5069e4a9e4b04cedfd9b4f65,51.519306,-0.140209
Dishoom Shoreditch,,5040721ae4b01446aa41d438,51.52453869,-0.076977499
House of Wolf,,506d2e818aca4b781d062b6a,51.54093035,-0.10258913
Chooks,,506d9de9e4b0d8505f1797e7,51.58983714,-0.144764013
Outlaw's Seafood and Grill at the Capital,,,51.5001204,-0.1616651
Burger Breakout,,5069ead9e4b0846a5bf9079f,51.517168,-0.124949
Kitchen Table,,,51.5204529,-0.1364736
Moreno Cedroni at the Baglioni,,5077ad1fe4b0eb8b82a0dcd6,51.50162361,-0.184600353
Edwin's Wine Bar,,,51.5240499,-0.0815969
Bounce,,5057807b7ab4a2c8e935af22,51.51805005,-0.10840416
Green Man & French Horn,,508047f1e4b0ee1f0d9505a3,51.50938241,-0.127205576
Honky Tonk,,,51.4859426,-0.1841121
Il Tempo,,5059d7e7e4b027b66aa03eb7,51.5096851,-0.1258591
Jam Tree Clapham,,505220b2e4b01a36045cdabc,51.46532102,-0.141102726
Aveqia,,5069f523e4b0759e8c3dcbec,51.513328,-0.107591
The Factory House,,50585872e4b05809b0e75881,51.51303588,-0.08248164
Death by Burrito,,504f624e582f21bdcbd83a9d,51.52875743,-0.077869892
Chrysan,TRUE,503a8672011cb7f7de557778,51.52127455,-0.082290173
Fish Market,,5024cfc78055b1005d12d0cb,51.51720216,-0.079672337
The Perkin Reveller,TRUE,50409ea5e4b08d95c108b87d,51.5072717,-0.074996689
Restaurant Michael Nadra,TRUE,5055c14ee4b0e932c94fbed8,51.54004662,-0.150070779
B-Soho,,503a856c011cb7f7de556034,51.51505901,-0.137361288
Tramontana Brindisa,,5045e765e4b0e2ca0b3526f3,51.52678502,-0.080416084
South Place,,4feb4cc38055eff11e08881d,51.51893798,-0.086506605
Disiac,,504f771ae4b09745bfb4585a,51.51456747,-0.13123199
Assiette Anglaise,,504656f5e4b0497c33935af3,51.54797925,-0.109733853
Simply Fish,,50507763e4b0c7d0d940bfb8,51.5396071,-0.144244869
Apero at the Ampersand Hotel,,4f856657e4b0cd08a4893b3b,51.49412958,-0.175459385
Bubbledogs,,4f861896e4b0820432cec5f8,51.52022334,-0.136573012
Pizza East Kentish Town,,5033df05e4b0e414aac0e9c6,51.55439245,-0.14459168
Chicken Shop,,5037cc70e4b0b15ca4efa116,51.55424387,-0.14463765
SliderBar,,4fa34167e4b0a34ac5f80a84,51.51398405,-0.134625435
Sacro Cuore Pizza,,500412ffe4b0cad517a3ac39,51.53206938,-0.217693738
Caravan King's Cross,,502b84b1e4b0441fa6ad4b2b,51.53544378,-0.125169459
The Black Pig & White Pearls,,500ad499e4b05322f15c83a7,51.55885468,-0.074297089
Tommi's Burger Joint,TRUE,4fdcd005e4b01d233937e003,51.51626956,-0.149949989
Honest Burgers Soho,TRUE,501d1b63e4b035a2200fd19e,51.51329041,-0.132975996
Duck & Waffle,TRUE,5012dbe9e4b07ac9f1400222,51.51614763,-0.081022026
Polpo Smithfield,,50168605e4b07c3cf3d56c5a,51.52002739,-0.102387209
Bibigo,,5011a676e4b0c7c30c08e2b7,51.51486881,-0.137068822
Ping,,,51.5202158,-0.1555196
Sushisamba London,TRUE,4fa1bbbee4b058e27d7beab7,51.51608613,-0.080929646
Bentley's Sea Grill at Harrods,,,51.5006067,-0.1620272
Pig & Butcher,,500db2c5e4b0ddfaa8059f41,51.537371,-0.106945
Flat Iron,,5006eea7e4b0aba26da0b448,51.52437526,-0.075427955
Burger & Lobster Soho,,500589dfe4b03bef973ee81e,51.513299,-0.132351
Union Jacks Covent Garden,,500487a2e4b0fbfbe9f57a5c,51.51209717,-0.122905806
Rita's Dining,,501055e4e4b01e6d3e6109bd,51.55179176,-0.075018446
Heliot Lounge,,4ff73bb4e4b01992aaa169f1,51.51141357,-0.128558476
Rattlesnake,,4fed2c0621c67a36e347bf29,51.53542317,-0.104233015
Banca,,500eee96e4b0d914ef21f387,51.51281592,-0.153275154
Lardo,,4fede844e4b078413a369e71,51.54337888,-0.057170022
Lima,,4fa1bacae4b022b26383b030,51.51726225,-0.133810043
Dach & Sons,,4fd7bf16e4b091f80b65cee3,51.55743325,-0.178185486
The Fat of the Land,,4fb7f4bde4b08d8adeabf940,51.5189743,-0.149846002
Upstairs at the Ten Bells,,505ef477e4b062a5a05b6077,51.51935857,-0.074350834
Brasserie Zedel,,4ff5e7d9e4b07a70b860711a,51.51049863,-0.135537386
Tonkotsu,,4fdcb2cae4b09473e18a319c,51.51302926,-0.132200718
The Potting Shed,,4ac518c0f964a5206ea320e3,51.41375244,-0.222341797
Hundred Crows Rising,,4fca394fe4b08f041c47978c,51.5333682,-0.111244616
Brooklyn Bite,,4fde429e121d912a8e77e365,51.48513111,-0.174536705
Evans & Peel Detective Agency,,4fd789d1e4b0884f34d5383b,51.48997975,-0.190830844
Tapasia,,4fc68504e4b066a467625ab9,51.513356,-0.130902
Donostia,,4fa33ff9e4b0dd0f110011e6,51.51472517,-0.16112566
28-50,,4fca0108e4b076b9bcd64710,51.51640291,-0.150214953
Il Ristorante at the Bulgari London,,4f98f4eee4b098b39927d459,51.50188953,-0.160302759
The Gate,,4fd49471e4b07b0662bb680a,51.530146,-0.10525
Thatched House,,4ad9b1c3f964a520721a21e3,51.49656,-0.23473
Coco di Mama,,4fd88820e4b09507d59e3e93,51.517262,-0.088457
Sonny's Kitchen,,4ac518ddf964a52087a920e3,51.475244,-0.23984
Gaslight Grill,,4fbe70c3e4b09f409c0b12db,51.47434235,-0.156973898
Hix at the Tramshed,,4fbabe9be4b0c673b642103c,51.52586532,-0.08162996
Shrimpy's,,4fb90471e4b0351657243733,51.53525174,-0.122525622
Reform Social and Grill,,4fbd57c0e4b0d84e5061c7aa,51.516503,-0.151094
Georgina's,,4feb254fe4b09ce4ab4488d9,51.473687,-0.249011
Mazi,,4fb5902e754addc067345b2a,51.50808805,-0.197496414
Vinoteca Soho,,4fa33e54e4b0fd4c3d634664,51.51263596,-0.137006166
Central & Co,,4fbb7d6de4b0182c68cdb367,51.51414212,-0.139512113
Le Relais de Venise L'Entrec??te,,4fa33c11e4b09571dd8d8439,51.50434197,-0.023253455
Draft House Lordship Lane,,,51.4598962,-0.0750622
Meat Market,,4f966afbe4b03217df20a47e,51.5116516,-0.12196812
Lowcountry,,4f548f1e7b0c446ac41556ff,51.47134605,-0.211250782
Pan Chai and the Mango Tree at Harrods,,4f8970d7e4b0ddfd8232b4d9,51.49972013,-0.162565331
Brasserie Blanc,,4f72e644e4b0e3a9964da7ee,51.51330861,-0.095370674
Gillray's Steakhouse and Bar,,4f60dcbfe5e8d4902df2c210,51.50174382,-0.119283199
Mari Vanna,,4f2c0acae4b048e466df240b,51.50175832,-0.162243101
