Burger &amp; Lobster Farringdon,507f1e67e4b08ec3d1a7e989,51.520941945699,-0.101584344414625
Del Mercato,5082b61be4b0a0ddb2f2e12b,51.505504,-0.091814
Garufin,504e72617ab441c6c85087b0,51.5199460539154,-0.117802619934082
Beard to Tail,506bf241498e3642a595bd75,51.5248650351509,-0.0802840092509379
Colbert,506ac702e4b0dcfc950fce65,51.4926155067111,-0.157038706584653
Bonnie Gull Seafood Shack,5069e4a9e4b04cedfd9b4f65,51.519306,-0.140209
Dishoom Shoreditch,,,,
House of Wolf,506d2e818aca4b781d062b6a,51.5409303542556,-0.102589130401611
Chooks,506d9de9e4b0d8505f1797e7,51.589837141738,-0.144764013370428
Outlaw's Seafood and Grill at the Capital,,,,
Burger Breakout,5069ead9e4b0846a5bf9079f,51.517168,-0.124949
Kitchen Table,,,,
Moreno Cedroni at the Baglioni,5077ad1fe4b0eb8b82a0dcd6,51.5016236064605,-0.184600353240967
Edwin's Wine Bar,,,,
Bounce,5057807b7ab4a2c8e935af22,51.5180500491772,-0.108404159545898
Green Man &amp; French Horn,508047f1e4b0ee1f0d9505a3,51.5117795939837,-0.127101660211885
Honky Tonk,,,,
Il Tempo,5059d7e7e4b027b66aa03eb7,51.5096851,-0.1258591
Jam Tree Clapham,,,,
Aveqia,5069f523e4b0759e8c3dcbec,51.513328,-0.107591
The Factory House,50585872e4b05809b0e75881,51.5130358811715,-0.082481639623941
Death by Burrito,504f624e582f21bdcbd83a9d,51.5287574343352,-0.0778698921203613
Chrysan,503a8672011cb7f7de557778,51.5212745454165,-0.0822901725769043
The Perkin Reveller,50409ea5e4b08d95c108b87d,51.5072716968172,-0.0749966885739605
Restaurant Michael Nadra,,,,
B-Soho,503a856c011cb7f7de556034,51.5150590080009,-0.137361288070679
Tramontana Brindisa,5045e765e4b0e2ca0b3526f3,51.5267850196232,-0.0804160842791049
South Place,4feb4cc38055eff11e08881d,51.5189379767159,-0.0865066051483154
Assiette Anglaise,504656f5e4b0497c33935af3,51.5479792459945,-0.109733853195406
Simply Fish,50507763e4b0c7d0d940bfb8,51.5396070971454,-0.144244869013617
Apero at the Ampersand Hotel,4f856657e4b0cd08a4893b3b,51.4941295792533,-0.175459384918213
Bubbledogs,4f861896e4b0820432cec5f8,51.5202233427912,-0.136573011727429
Pizza East Kentish Town,,,,
Chicken Shop,5037cc70e4b0b15ca4efa116,51.5542438724851,-0.144637649960562
Slider Bar,4fa34167e4b0a34ac5f80a84,51.5139840546009,-0.134625434875488
Sacro Cuore Pizza,500412ffe4b0cad517a3ac39,51.5320693765213,-0.21769373766586
Caravan King's Cross,502b84b1e4b0441fa6ad4b2b,51.535362,-0.125083
The Black Pig &amp; White Pearls,500ad499e4b05322f15c83a7,51.5588546787929,-0.0742970887988396
Tommi's Burger Joint,4fdcd005e4b01d233937e003,51.5162695595676,-0.149949989243003
Honest Burgers Soho,501d1b63e4b035a2200fd19e,51.5132904052734,-0.132975995540619
Duck &amp; Waffle,5012dbe9e4b07ac9f1400222,51.5161476252372,-0.0810220259704789
Polpo Smithfield,50168605e4b07c3cf3d56c5a,51.5200273888011,-0.102387209469874
Bibigo,5011a676e4b0c7c30c08e2b7,51.5148688078254,-0.137068822082608
Ping,,,,
Sushisamba London,4fa1bbbee4b058e27d7beab7,51.5160861319409,-0.0809296464966351
Bentley's Sea Grill at Harrods,,,,
Pig &amp; Butcher,500db2c5e4b0ddfaa8059f41,51.537371,-0.106945
Flat Iron,5006eea7e4b0aba26da0b448,51.5243752578191,-0.0754279545618976
Burger &amp; Lobster Soho,500589dfe4b03bef973ee81e,51.513299,-0.132351
Union Jacks Covent Garden,500487a2e4b0fbfbe9f57a5c,51.5120971673021,-0.122905806289693
Rita's Dining,501055e4e4b01e6d3e6109bd,51.5517917575644,-0.0750184463708247
Rattlesnake,4fed2c0621c67a36e347bf29,51.5354231657455,-0.104233015004508
Banca,500eee96e4b0d914ef21f387,51.5128159213083,-0.153275153523799
Lardo,4fede844e4b078413a369e71,51.5433788836194,-0.0571700224849036
